lemma,genus,nominativ plural
Fabrikdirektor,m,Fabrikdirektoren
Fabrikdirektorin,f,Fabrikdirektorinnen
Fabrikgebäude,n,Fabrikgebäude
Fabrikgelände,n,Fabrikgelände
Fabrikmädchen,n,Fabrikmädchen
Fabriksarbeiter,m,Fabriksarbeiter
Fabriksarbeiterin,f,Fabriksarbeiterinnen
Fabriksbesitzer,m,Fabriksbesitzer
Fabriksgebäude,n,Fabriksgebäude
Fabulist,m,Fabulisten
Facebook,,
Facelift,n,Facelifts
Facesitting,n,
Facette,f,Facetten
Facettenauge,n,Facettenaugen
Facettenreichtum,m,
Fach,n,Fächer
Fachabitur,n,Fachabiture
Fachanwalt,m,Fachanwälte
Facharbeiter,m,Facharbeiter
Facharbeiterin,f,Facharbeiterinnen
Facharzt,m,Fachärzte
Fachausdruck,m,Fachausdrücke
Fachbauleiter,m,Fachbauleiter
Fachbegriff,m,Fachbegriffe
Fachbereich,m,Fachbereiche
Fachbetrieb,m,Fachbetriebe
Fachblatt,n,Fachblätter
Fachbuch,n,Fachbücher
Fachbuchverlag,m,Fachbuchverlage
Fachchinesisch,n,
Fachfrau,f,Fachfrauen
Fachgebiet,n,Fachgebiete
Fachgeschäft,n,Fachgeschäfte
Fachgruppenleiter,m,Fachgruppenleiter
Fachgruppenleiterin,f,Fachgruppenleiterinnen
Fachhandel,m,–
Fachhochschule,f,Fachhochschulen
Fachhochschullehrer,m,Fachhochschullehrer
Fachhochschullehrerin,f,Fachhochschullehrerinnen
Fachidiot,m,Fachidioten
Fachingenieur,m,Fachingenieure
Fachingenieurbüro,m,Fachingenieurbüros
Fachjargon,m,Fachjargons
Fachkenntnis,f,Fachkenntnisse
Fachkraft,f,Fachkräfte
Fachkräftemangel,m,Fachkräftemängel
Fachlehrer,m,Fachlehrer
Fachlehrersystem,n,
Fachlexik,f,
Fachlichkeit,f,Fachlichkeiten
Fachliteratur,f,Fachliteraturen
Fachmann,m,
Fachmarkt,m,Fachmärkte
Fachoberschule,f,Fachoberschulen
Fachoffizier,m,Fachoffiziere
Fachplaner,m,Fachplaner
Fachschaft,f,Fachschaften
Fachschaftsrat,m,Fachschaftsräte
Fachschule,f,Fachschulen
Fachsimpelei,f,Fachsimpeleien
Fachsitzung,f,Fachsitzungen
Fachsprache,f,Fachsprachen
Fachterminus,m,Fachtermini
Fachvertreter,m,Fachvertreter
Fachwelt,f,Fachwelten
Fachwerk,n,Fachwerke
Fachwerkbau,m,Fachwerkbauten
Fachwerkgebäude,n,Fachwerkgebäude
Fachwerkhaus,n,Fachwerkhäuser
Fachwerkkapelle,f,Fachwerkkapellen
Fachwerkkirche,f,Fachwerkkirchen
Fachwerkstatt,f,Fachwerkstätten
Fachwerkstätte,f,Fachwerkstätten
Fachwirt,m,Fachwirte
Fachwissen,n,
Fachwissenschaft,f,Fachwissenschaften
Fachwissenschaftler,m,Fachwissenschaftler
Fachwort,n,Fachwörter
Fachwortschatz,m,Fachwortschätze
Fachwörterbuch,n,Fachwörterbücher
Fachzeitschrift,f,Fachzeitschriften
Fachärztin,f,Fachärztinnen
Facilitymanagement,n,Facilitymanagements
Fackel,f,Fackeln
Fackellauf,m,Fackelläufe
Fackelzug,m,Fackelzüge
Faden,m,
Fadenfeder,f,Fadenfedern
Fadenkreuz,n,Fadenkreuze
Fadesse,f,
Faenza,,
Fagott,n,Fagotte
Fagottist,m,Fagottisten
Fagottistin,f,Fagottistinnen
Fahnder,m,Fahnder
Fahnderin,f,Fahnderinnen
Fahndung,f,Fahndungen
Fahndungsaktion,f,Fahndungsaktionen
Fahndungsliste,f,Fahndungslisten
Fahne,f,Fahnen
Fahnenflucht,f,
Fahnenflüchtling,m,Fahnenflüchtlinge
Fahnenjunker,m,Fahnenjunker
Fahnenmast,m,Fahnenmasten
Fahnennagel,m,Fahnennägel
Fahnenstange,f,Fahnenstangen
Fahnenträger,m,Fahnenträger
Fahnenträgerin,f,Fahnenträgerinnen
Fahnenwort,n,Fahnenwörter
Fahrbahn,f,Fahrbahnen
Fahrbahnbreite,f,Fahrbahnbreiten
Fahrbücherei,f,Fahrbüchereien
Fahrdamm,m,Fahrdämme
Fahrdienstleiter,m,Fahrdienstleiter
Fahrdienstleiterin,f,Fahrdienstleiterinnen
Fahrdynamik,f,Fahrdynamiken
Fahreignung,f,
Fahrenheit,n,
Fahrenkrog,,
Fahrensmann,m,
Fahrer,m,Fahrer
Fahrerflucht,f,
Fahrerin,f,Fahrerinnen
Fahrerkabine,f,Fahrerkabinen
Fahrerlager,n,Fahrerlager
Fahrerlaubnis,f,Fahrerlaubnisse
Fahrersitz,m,Fahrersitze
Fahrertür,f,Fahrertüren
Fahrfehler,m,Fahrfehler
Fahrgast,m,Fahrgäste
Fahrgastrecht,n,Fahrgastrechte
Fahrgastschiff,n,Fahrgastschiffe
Fahrgastzahl,f,Fahrgastzahlen
Fahrgefühl,n,Fahrgefühle
Fahrgeld,n,Fahrgelder
Fahrgelderstattung,f,Fahrgelderstattungen
Fahrgemeinschaft,f,Fahrgemeinschaften
Fahrgeschäft,n,Fahrgeschäfte
Fahrgestell,n,Fahrgestelle
Fahrgestellnummer,f,Fahrgestellnummern
Fahrkarte,f,Fahrkarten
Fahrkartenautomat,m,Fahrkartenautomaten
Fahrkartenschalter,m,Fahrkartenschalter
Fahrlader,m,Fahrlader
Fahrlehrer,m,Fahrlehrer
Fahrlehrerin,f,Fahrlehrerinnen
Fahrleitung,f,Fahrleitungen
Fahrlässigkeit,f,Fahrlässigkeiten
Fahrnis,f,Fahrnisse
Fahrnisexekution,f,Fahrnisexekutionen
Fahrplan,m,Fahrpläne
Fahrplanauskunft,f,Fahrplanauskünfte
Fahrplanwechsel,m,Fahrplanwechsel
Fahrplanänderung,f,Fahrplanänderungen
Fahrpost,f,
Fahrpreis,m,Fahrpreise
Fahrrad,n,Fahrräder
Fahrradbremse,f,Fahrradbremsen
Fahrraddieb,m,Fahrraddiebe
Fahrraddiebin,f,Fahrraddiebinnen
Fahrraddiebstahl,m,Fahrraddiebstähle
Fahrradfahren,n,
Fahrradfahrer,m,Fahrradfahrer
Fahrradfahrerin,f,Fahrradfahrerinnen
Fahrradfelge,f,Fahrradfelgen
Fahrradhelm,m,Fahrradhelme
Fahrradhose,f,Fahrradhosen
Fahrradhändler,m,Fahrradhändler
Fahrradklammer,f,Fahrradklammern
Fahrradkurier,m,Fahrradkuriere
Fahrradkurierin,f,Fahrradkurierinnen
Fahrradladen,m,Fahrradläden
Fahrradmonteur,m,Fahrradmonteure
Fahrradproduktion,f,Fahrradproduktionen
Fahrradrahmen,m,Fahrradrahmen
Fahrradreifen,m,Fahrradreifen
Fahrradroute,f,Fahrradrouten
Fahrradsattel,m,Fahrradsättel
Fahrradschlauch,m,Fahrradschläuche
Fahrradschloss,n,Fahrradschlösser
Fahrradspeiche,f,Fahrradspeichen
Fahrradstraße,f,Fahrradstraßen
Fahrradträger,m,Fahrradträger
Fahrradweg,m,Fahrradwege
Fahrrinne,f,Fahrrinnen
Fahrschein,m,Fahrscheine
Fahrscheinkontrolle,f,Fahrscheinkontrollen
Fahrscheinverkauf,m,Fahrscheinverkäufe
Fahrschule,f,Fahrschulen
Fahrschullehrer,m,Fahrschullehrer
Fahrschullehrerin,f,Fahrschullehrerinnen
Fahrschüler,m,Fahrschüler
Fahrschülerin,f,Fahrschülerinnen
Fahrsicherheitstraining,n,Fahrsicherheitstrainings
Fahrsport,m,
Fahrspur,f,Fahrspuren
Fahrstil,m,Fahrstile
Fahrstraße,f,Fahrstraßen
Fahrstreifen,m,Fahrstreifen
Fahrstreifenbegrenzung,f,Fahrstreifenbegrenzungen
Fahrstuhl,m,Fahrstühle
Fahrstuhlmannschaft,f,Fahrstuhlmannschaften
Fahrstuhlschacht,m,Fahrstuhlschächte
Fahrstuhltür,f,Fahrstuhltüren
Fahrstunde,f,Fahrstunden
Fahrt,f,Fahrten
Fahrtenbuch,n,Fahrtenbücher
Fahrtenmesser,n,Fahrtenmesser
Fahrtenschwimmer,m,Fahrtenschwimmer
Fahrterlaubnis,f,Fahrterlaubnisse
Fahrtstrecke,f,Fahrtstrecken
Fahrtwind,m,Fahrtwinde
Fahrtziel,n,Fahrtziele
Fahrverband,m,Fahrverbände
Fahrverbot,n,Fahrverbote
Fahrvergnügen,n,Fahrvergnügen
Fahrwasser,n,Fahrwasser
Fahrwerk,n,Fahrwerke
Fahrwerksabstimmung,f,Fahrwerksabstimmungen
Fahrwerkstechnik,f,
Fahrzeug,n,Fahrzeuge
Fahrzeugbau,m,
Fahrzeugbrand,m,Fahrzeugbrände
Fahrzeugführer,m,Fahrzeugführer
Fahrzeughersteller,m,Fahrzeughersteller
Fahrzeugkolonne,f,Fahrzeugkolonnen
Fahrzeugmotor,m,Fahrzeugmotoren
Fahrzeugpark,m,Fahrzeugparks
Fahrzeugproduktion,f,Fahrzeugproduktionen
Fahrzeugsäule,f,Fahrzeugsäulen
Fahrzeugtechnik,f,Fahrzeugtechniken
Fahrzeugtür,f,Fahrzeugtüren
Fahrzeugverkauf,m,Fahrzeugverkäufe
Faiblage,f,Faiblagen
Faible,n,Faibles
Faidich,,
Faina,,
Fair Play,n,
Fair Trade,m,
Fairness,f,
Fairplay,n,
Fairway,n,Fairways
Fairwaybunker,m,Fairwaybunker
Fait accompli,n,Faits accomplis
Fake,m,Fakes
Fake News,f,Fake News
Fakelaki,,–
Fakellaki,,–
Fakir,m,Fakire
Faksimile,n,Faksimiles
Faksimileausgabe,f,Faksimileausgaben
Fakt,,
Faktencheck,m,Faktenchecks
Faktensammlung,f,Faktensammlungen
Faktizität,f,Faktizitäten
Faktor,m,Faktoren
Faktorei,f,Faktoreien
Faktorist,m,Faktoristen
Faktotum,n,
Faktum,n,
Fakturiermaschine,f,Fakturiermaschinen
Fakturierungswährung,f,Fakturierungswährungen
Fakultas,f,–
Fakultativprotokoll,n,Fakultativprotokolle
Fakultät,f,Fakultäten
Fakultätsvertretung,f,Fakultätsvertretungen
Falafel,n,Falafels
Falasche,m,
Falaschin,f,
Falbe,m,Falben
Falbkatze,f,Falbkatzen
Falerner,m,Falerner
Falke,m,Falken
Falkenberg,,
Falkenjagd,f,Falkenjagden
Falkenjäger,m,Falkenjäger
Falkensee,,
Falkenstein,,
Falklandinseln,,Falklandinseln
Falklandkrieg,m,
Falkner,m,Falkner
Falknerin,f,Falknerinnen
Fall,m,Fälle
Fallapfel,m,Falläpfel
Fallbeil,n,Fallbeile
Fallbeispiel,n,Fallbeispiele
Fallbeschreibung,f,Fallbeschreibungen
Fallblättchen,n,Fallblättchen
Falle,f,Fallen
Fallensteller,m,Fallensteller
Fallenstellerin,f,Fallenstellerinnen
Fallgatter,n,Fallgatter
Fallgitter,n,Fallgitter
Fallhand,f,Fallhände
Fallibilismus,m,
Fallibilist,m,Fallibilisten
Fallibilität,f,Fallibilitäten
Fallmatrix,f,
Fallobst,n,
Fallout,m,Fallouts
Fallreep,n,Fallreeps
Fallrohr,n,Fallrohre
Fallrückzieher,m,Fallrückzieher
Fallschirm,m,Fallschirme
Fallschirmjäger,m,Fallschirmjäger
Fallschirmjägerin,f,Fallschirmjägerinnen
Fallschirmspringen,n,
Fallschirmspringer,m,Fallschirmspringer
Fallschirmspringerin,f,Fallschirmspringerinnen
Fallstrick,m,Fallstricke
Fallstudie,f,Fallstudien
Fallsucht,f,
Fallturm,m,Falltürme
Falltür,f,Falltüren
Falltürspinne,f,Falltürspinnen
Falott,m,Falotten
Falschaussage,f,Falschaussagen
Falschdarstellung,f,Falschdarstellungen
Falsche Kamille,f,
Falschfahrer,m,Falschfahrer
Falschgeld,n,
Falschheit,f,Falschheiten
Falschmeldung,f,Falschmeldungen
Falschmünzer,m,Falschmünzer
Falschmünzerin,f,Falschmünzerinnen
Falschparker,m,Falschparker
Falschparkerin,f,Falschparkerinnen
Falschschreibung,f,Falschschreibungen
Falsett,n,Falsette
Falsettstimme,f,Falsettstimmen
Falsifikat,m,Falsifikate
Falsifikation,f,Falsifikationen
Falstaff,m,Falstaffs
Faltblatt,n,Faltblätter
Faltboot,n,Faltboote
Faltbrief,m,Faltbriefe
Faltbuch,n,Faltbücher
Falte,f,Falten
Faltentintling,m,Faltentintlinge
Faltenwespe,f,Faltenwespen
Falter,m,Falter
Falterart,f,Falterarten
Falting,,
Faltrad,n,Falträder
Faltschließe,f,Faltschließen
Faltwand,f,Faltwände
Falun,,
Falz,m,Falze
Falzhobel,m,Falzhobel
Familie,f,Familien
Familienangehöriger,m,
Familienanwalt,m,Familienanwälte
Familienauto,n,Familienautos
Familienbesitz,m,Familienbesitze
Familienbetrieb,m,Familienbetriebe
Familienchronik,f,Familienchroniken
Familiendrama,n,Familiendramen
Familieneigentum,n,Familieneigentume
Familieneinkommen,n,Familieneinkommen
Familienerbe,n,
Familienersatz,m,
Familienfest,n,Familienfeste
Familienfoto,n,Familienfotos
Familiengeheimnis,n,Familiengeheimnisse
Familiengeschichte,f,Familiengeschichten
Familienglück,n,
Familiengruft,f,
Familiengut,n,Familiengüter
Familienhaus,n,Familienhäuser
Familienkapelle,f,Familienkapellen
Familienkarte,f,Familienkarten
Familienkreis,m,Familienkreise
Familienkutsche,f,Familienkutschen
Familienleben,n,
Familienmensch,m,Familienmenschen
Familienminister,m,Familienminister
Familienministerin,f,Familienministerinnen
Familienmitglied,n,Familienmitglieder
Familiennachzug,m,–
Familienname,m,Familiennamen
Familienoberhaupt,n,Familienoberhäupter
Familienplanung,f,Familienplanungen
Familienpolitik,f,Familienpolitiken
Familienschach,n,Familienschachs
Familiensplitting,n,Familiensplittings
Familiensprache,f,Familiensprachen
Familienstand,m,
Familienszene,f,Familienszenen
Familienticket,n,Familientickets
Familientisch,m,Familientische
Familientragödie,f,Familientragödien
Familientreffen,n,Familientreffen
Familienunternehmen,n,Familienunternehmen
Familienvater,m,Familienväter
Familienverband,m,Familienverbände
Familienverhältnisse,,Familienverhältnisse
Familienzusammenführung,f,Familienzusammenführungen
Famulatur,f,Famulaturen
Fan,m,Fans
Fan,,
Fanagalo,,
Fanal,n,Fanale
Fanart,n,Fanarts
Fanatiker,m,Fanatiker
Fanblock,m,
Fanclub,m,Fanclubs
Fandango,m,Fandangos
Fanfare,f,Fanfaren
Fanfreundschaft,f,Fanfreundschaften
Fang,m,Fänge
Fangarm,m,Fangarme
Fangdamm,m,Fangdämme
Fangeisen,n,Fangeisen
Fangemeinde,f,Fangemeinden
Fangen,n,
Fangfrage,f,Fangfragen
Fanggebiet,n,Fanggebiete
Fangmesser,n,Fangmesser
Fangmethode,f,Fangmethoden
Fango,m,
Fangsaison,f,
Fangschaltung,f,Fangschaltungen
Fangschuss,m,Fangschüsse
Fangzahn,m, Fangzähne
Fanlager,n,Fanlager
Fanmeile,f,Fanmeilen
Fanon,m,Fanons
Fant,m,Fante
Fantasie,f,Fantasien
Fantasiespiel,n,Fantasiespiele
Fantasiezahl,f,Fantasiezahlen
Fantast,m,Fantasten
Fantasy,f,
Fantasyfilm,m,Fantasyfilme
Fantasyroman,m,Fantasyromane
Fanzine,n,Fanzines
Farad,n,Farad
Faradaykäfig,m,Faradaykäfige
Faralda,,
Faramund,,
Farandole,f,Farandolen
Farang,m,Farang
Farb-Bild-Austast-Synchronsignal,n,Farb-Bild-Austast-Synchronsignale
Farbbild,n,Farbbilder
Farbbuch,n,Farbbücher
Farbe,f,Farben
Farbeimer,m,Farbeimer
Farbenindustrie,f,Farbenindustrien
Farbenspiel,n,Farbenspiele
Farbexplosion,f,Farbexplosionen
Farbfernsehen,n,
Farbfernseher,m,Farbfernseher
Farbfilm,m,Farbfilme
Farbfoto,n,Farbfotos
Farbfotografie,f,Farbfotografien
Farbige,f,
Farbiger,m,
Farbigkeit,f,Farbigkeiten
Farbkamera,f,Farbkameras
Farbmuster,n,Farbmuster
Farbrausch,m,
Farbspiel,n,Farbspiele
Farbstabilisator,m,Farbstabilisatoren
Farbstift,m,Farbstifte
Farbstoff,m,Farbstoffe
Farbtemperatur,f,Farbtemperaturen
Farbton,m,Farbtöne
Farbtopf,m,Farbtöpfe
Farbwort,n,Farbwörter
Farce,f,Farcen
Farm,f,Farmen
Farmer,m,Farmer
Farmhaus,n,Farmhäuser
Farn,m,Farne
Farnkraut,n,Farnkräuter
Farre,m,Farren
Farsi,,
Farthing,,Farthings
Fasan,m,
Fasanerie,f,Fasanerien
Fasche,f,Faschen
Faschiermaschine,f,Faschiermaschinen
Faschierte Laibchen,n,
Faschierter Braten,m,
Faschiertes,n,
Fasching,m,
Fasching,,
Faschingsmuffel,m,Faschingsmuffel
Faschingsumzug,m,Faschingsumzüge
Faschingszug,m,Faschingszüge
Faschisierung,f,Faschisierungen
Faschismus,m,
Faschist,m,Faschisten
Faschistin,f,Faschistinnen
Fase,f,Fasen
Fasel,m,Fasel
Fasel,f,Faseln
Faselfehler,m,Faselfehler
Faser,f,Fasern
Faserpflanze,f,Faserpflanzen
Faserproduktion,f,Faserproduktionen
Fashion Victim,n,Fashion Victims
Fasnacht,f,
Fass,n,Fässer
Fassade,f,Fassaden
Fassadenlüftung,f,Fassadenlüftungen
Fassbier,n,Fassbiere
Fassbinder,m,Fassbinder
Fassbombe,f,Fassbomben
Fassdaube,f,Fassdauben
Fassgeschmack,m,
Fassküfer,m,Fassküfer
Fassmaler,m,Fassmaler
Fasson,f,
Fasson,n,Fassons
Fassonschnitt,m,Fassonschnitte
Fasstrichter,m,Fasstrichter
Fassung,f,Fassungen
Fassungslosigkeit,f,
Fassungsvermögen,n,
Fasswein,m,Fassweine
Fast Food,n,
Fastelovend,m,
Fasten,n,
Fasten,,Fasten
Fastenbrechen,n,
Fastenmonat,m,Fastenmonate
Fastensonntag,m,Fastensonntage
Fastenspeise,f,Fastenspeisen
Fastenzeit,f,Fastenzeiten
Fastfood,n,Fastfoods
Fastnacht,f,
Fastnachtsdienstag,m,Fastnachtsdienstage
Fasttag,m,Fasttage
Faszie,f,Faszien
Faszientraining,n,
Faszikel,m,Faszikel
Faszination,f,Faszinationen
Faszinosum,n,Faszinosa
Fata Morgana,f,
Fatalismus,m,
Fatalist,m,Fatalisten
Fatalistin,f,Fatalistinnen
Fatalität,f,Fatalitäten
Fatimide,m,Fatimiden
Fatsche,f,Fatschen
Fatum,n,Fata
Fatwa,,Fatwas
Fatzke,,
Faulbaumrinde,f,Faulbaumrinden
Faulen,n,
Faulenzer,m,Faulenzer
Fauler,m,
Faulheit,f,
Faulpelz,m,Faulpelze
Faulschnee,m,
Faultier,n,Faultiere
Faun,m,
Fauna,f,Faunen
Faust,f,Fäuste
Faustball,m,Faustbälle
Faustballer,m,Faustballer
Faustfick,m,Faustficks
Fausthieb,m,Fausthiebe
Faustisches,n,
Faustkampf,m,Faustkämpfe
Faustkeil,m,Faustkeile
Faustpfand,n,Faustpfänder
Faustrecht,n,
Faustregel,f,Faustregeln
Faustschlag,m,Faustschläge
Faustschluss,m,Faustschlüsse
Faustverkehr,m,Faustverkehre
Fauteuil,m,Fauteuils
Fauvist,m,Fauvisten
Fauvistin,f,Fauvistinnen
Fauxbourdon,m,Fauxbourdons
Fauxpas,m,Fauxpas
Favela,f,Favelas
Favicon,n,Favicons
Favorit,m,Favoriten
Favoriten,,
Favoritenliste,f,Favoritenlisten
Favoritenrolle,f,Favoritenrollen
Favoritenschreck,m,Favoritenschrecke
Favoritensterben,n,
Favoritin,f,Favoritinnen
Fax,,Faxe
Faxe,f,Faxen
Faxnummer,f,Faxnummern
Faxweiche,f,Faxweichen
Fayence,f,Fayencen
Fazenda,f,Fazendas
Fazetie,f,Fazetien
Fazialis,m,
Fazilität,f,Fazilitäten
Fazinet,n,Fazinets
Fazit,n,
Feature,,Features
Feber,m,Feber
Februar,m,Februare
Februarabend,m,Februarabende
Februarausgabe,f,Februarausgaben
Februarheft,n,Februarhefte
Februarhälfte,f,Februarhälften
Februarmorgen,m,Februarmorgen
Februarnacht,f,Februarnächte
Februarsitzung,f,Februarsitzungen
Februartag,m,Februartage
Februarwoche,f,Februarwochen
Fechsung,f,Fechsungen
Fecht-Weltmeisterschaft,f,Fecht-Weltmeisterschaften
Fechtart,f,Fechtarten
Fechtboden,m,Fechtböden
Fechten,n,
Fechter,m,Fechter
Fechterin,f,Fechterinnen
Fechthandschuh,m,Fechthandschuhe
Fechtmaske,f,Fechtmasken
Fechtwaffe,f,Fechtwaffen
Fechtweltmeisterschaft,f,Fechtweltmeisterschaften
Fedder,,
Feddo,,
Feder,f,Federn
Federball,m,Federbälle
Federbett,n,Federbetten
Federbrett,n,Federbretter
Federdrell,m,Federdrelle
Federflur,f,Federfluren
Federfuchser,m,Federfuchser
Federgewicht,n,Federgewichte
Federhalter,m,Federhalter
Federkasten,m,
Federkiel,m,Federkiele
Federkleid,n,Federkleider
Federleinwand,f,Federleinwände
Federlesen,n,
Federmappe,f,Federmappen
Federohr,n,Federohren
Federrain,m,Federraine
Federraubwild,n,
Federschaft,m,Federschäfte
Federsteg,m,Federstege
Federstrich,m,Federstriche
Federtasche,f,Federtaschen
Federwaage,f,Federwaagen
Federweißer,m,
Federwild,n,
Federwolke,f,Federwolken
Federzeichnung,f,Federzeichnungen
Fee,f,Feen
Feed,m,Feeds
Feed-back,n,Feed-backs
Feedback,n,Feedbacks
Feeling,n,Feelings
Feenkreis,m,Feenkreise
Feerie,f,Feerien
Fegefeuer,n,
Feger,m,Feger
Feh,n,Fehe
Fehde,f,Fehden
Fehl,m,Fehle
Fehl,n,Fehle
Fehl,f,Fehle
Fehlanzeige,f,Fehlanzeigen
Fehlbeleger,m,Fehlbeleger
Fehlbelegung,f,Fehlbelegungen
Fehlbelegungsabgabe,f,Fehlbelegungsabgaben
Fehldiagnose,f,Fehldiagnosen
Fehleinschätzung,f,Fehleinschätzungen
Fehlen,n,
Fehlentscheidung,f,Fehlentscheidungen
Fehlentwicklung,f,Fehlentwicklungen
Fehler,m,Fehler
Fehleranalyse,f,Fehleranalysen
Fehlerbehebung,f,Fehlerbehebungen
Fehlerliste,f,Fehlerlisten
Fehlermeldung,f,Fehlermeldungen
Fehlernährung,f,
Fehlerprofil,n,Fehlerprofile
Fehlerquelle,f,Fehlerquellen
Fehlerquote,f,Fehlerquoten
Fehlerstrom-Schutzschalter,m,Fehlerstrom-Schutzschalter
Fehlerstromschutzschalter,m,Fehlerstromschutzschalter
Fehlersuche,f,Fehlersuchen
Fehlerwirkung,f,Fehlerwirkungen
Fehlerzustand,m,Fehlerzustände
Fehlfarbe,f,Fehlfarben
Fehlgeburt,f,Fehlgeburten
Fehlhandlung,f,Fehlhandlungen
Fehlinvestition,f,Fehlinvestitionen
Fehlkauf,m,Fehlkäufe
Fehlkonstruktion,f,Fehlkonstruktionen
Fehlpass,m,Fehlpässe
Fehlprognose,f,Fehlprognosen
Fehlprägung,f,Fehlprägungen
Fehlschlag,m,Fehlschläge
Fehlschluss,m,Fehlschlüsse
Fehlschuss,m,Fehlschüsse
Fehlstart,m,
Fehltritt,m,Fehltritte
Fehlurteil,n,Fehlurteile
Fehlverhalten,n,
Fehlzündung,f,Fehlzündungen
Fehmarn,,
Feier,f,Feiern
Feierabend,m,Feierabende
Feierabendbier,n,Feierabendbiere
Feierabendverkehr,m,
Feierbiest,n,Feierbiester
Feierlichkeit,f,Feierlichkeiten
Feiermuffel,m,Feiermuffel
Feiertag,m,Feiertage
Feiertagsgesetz,n,Feiertagsgesetze
Feifel,m,
Feige,f,Feigen
Feigenbaum,m,Feigenbäume
Feigenblatt,n,Feigenblätter
Feigenkaktus,m,
Feigheit,f,
Feigling,m,Feiglinge
Feile,f,Feilen
Feilenangel,f,Feilenangeln
Feilenblatt,n,Feilenblätter
Feilenheft,n,Feilenhefte
Feim,m,Feime
Feime,f,Feimen
Feinbackware,f,Feinbackwaren
Feinbau,m,
Feinbrand,m,Feinbrände
Feind,m,Feinde
Feindbild,n,Feindbilder
Feindeshand,,
Feindesland,n,Feindesländer
Feindfahrt,f,Feindfahrten
Feindflugzeug,n,Feindflugzeuge
Feindpropaganda,f,
Feindrahtspitze,f,Feindrahtspitzen
Feindschaft,f,Feindschaften
Feindseligkeit,f,Feindseligkeiten
Feindstaat,m,Feindstaaten
Feindwort,n,Feindwörter
Feingebäck,n,Feingebäcke
Feingefühl,n,
Feingeist,m,Feingeister
Feinheit,f,Feinheiten
Feinkost,f,
Feinkostgeschäft,n,Feinkostgeschäfte
Feinmechanik,f,
Feinmechaniker,m,Feinmechaniker
Feinmechanikerin,f,Feinmechanikerinnen
Feinripp,m,
Feinschliff,m,Feinschliffe
Feinschmecker,m,Feinschmecker
Feinsliebchen,n,Feinsliebchen
Feinstaub,m,Feinstäube
Feinstaubbelastung,f,Feinstaubbelastungen
Feinstaubplakette,f,Feinstaubplaketten
Feinsteinzeug,n,Feinsteinzeuge
Feinstrumpfhose,f,Feinstrumpfhosen
Feinsäge,f,Feinsägen
Feinunze,f,Feinunzen
Feist,n,
Feisthirsch,m,Feisthirsche
Feistzeit,f,
Fekundität,f,
Felbel,m,Felbel
Felbinger,,
Felchen,m,Felchen
Feld,n,Felder
Feld,n,
Feldahorn,m,Feldahorne
Feldausbildungsregiment,n,Feldausbildungsregimenter
Feldbahn,f,Feldbahnen
Feldbeheizung,f,
Feldberegnung,f,Feldberegnungen
Feldbereinigung,f,Feldbereinigungen
Feldbett,n,Feldbetten
Feldbluse,f,Feldblusen
Feldeffekttransistor,m,Feldeffekttransistoren
Feldegerling,m,Feldegerlinge
Feldflasche,f,Feldflaschen
Feldflur,f,Feldfluren
Feldforscher,m,Feldforscher
Feldforschung,f,Feldforschungen
Feldfriedensbruch,m,
Feldgendarm,m,Feldgendarmen
Feldgendarmerie,f,Feldgendarmerien
Feldgericht,n,Feldgerichte
Feldgerät,n,Feldgeräte
Feldgeschworener,m,
Feldgottesdienst,m,Feldgottesdienste
Feldgrauer,m,
Feldhandball,m,
Feldhase,m,Feldhasen
Feldherr,m,Feldherren
Feldherrin,f,Feldherrinnen
Feldhuhn,n,Feldhühner
Feldhüter,m,Feldhüter
Feldjäger,m,Feldjäger
Feldkapelle,f,Feldkapellen
Feldkaplan,m,Feldkapläne
Feldkirch,,
Feldküche,f,Feldküchen
Feldlager,n,Feldlager
Feldlazarett,n,Feldlazarette
Feldlerche,f,Feldlerchen
Feldmark,f,
Feldmarschall,m,Feldmarschälle
Feldmarschall-Leutnant,m,
Feldmaus,f,Feldmäuse
Feldmesser,m,Feldmesser
Feldmesser,n,Feldmesser
Feldpolizei,f,Feldpolizeien
Feldpost,f,
Feldpostbrief,m,Feldpostbriefe
Feldpostkarte,f,Feldpostkarten
Feldpostnummer,f,Feldpostnummern
Feldpostpäckchen,n,Feldpostpäckchen
Feldpostwagen,m,Feldpostwagen
Feldprediger,m,Feldprediger
Feldrain,m,Feldraine
Feldsaat,f,Feldsaaten
Feldsalat,m,Feldsalate
Feldscher,m,Feldschere
Feldscherer,m,Feldscherer
Feldscheune,f,Feldscheunen
Feldschlacht,f,Feldschlachten
Feldschütz,m,Feldschützen
Feldspat,m,Feldspate
Feldspaten,m,Feldspaten
Feldspital,n,Feldspitäler
Feldstecher,m,Feldstecher
Feldstein,m,Feldsteine
Feldsteinkirche,f,Feldsteinkirchen
Feldstudie,f,Feldstudien
Feldstärke,f,Feldstärken
Feldwache,f,Feldwachen
Feldwebel,m,Feldwebel
Feldwebelleutnant,m,
Feldweg,m,Feldwege
Feldzeichen,n,Feldzeichen
Feldzeugmeister,m,Feldzeugmeister
Feldzug,m,Feldzüge
Felge,f,Felgen
Felgenbremse,f,Felgenbremsen
Felgenhauer,m,Felgenhauer
Felgner,m,Felgner
Felicitas,,
Felix,,
Felizian,,
Felizitas,,
Fell,n,Felle
Fellache,m,Fellachen
Fellatio,f,
Fellbach,,
